,title,company,place,industries,job_function,seniority_level,description
56,"People Data Analyst(Bangkok based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Internet Publishing,Information Technology,Associate,"['About Agoda  Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership,\u202fenhancing the ability for our customers to experience the world.  Get To Know Our Team  The People Team is a purveyor of opportunity, searching the globe for the most talented individuals and offering them an open, collaborative workplace. By prioritizing skill and potential, we have cultivated a powerful assembly of professionals through our drive for equal opportunity and diversity. We make the move to Agoda a breeze with assisted onboarding programs, and we continue to support and enrich our thousands of Agoda employees through individual growth with outstanding learning programs and various means of assistance. Our development of incredible benefits has ensured everyone can stay strong, healthy, and happy during their time at Agoda. Leading ambitious changes and making a positive impact in the lives of our employees, the People Team is a crucial and rewarding part of the Agoda family.  The data analyst will contribute to the Forecasting and Budgeting process for Workforce Planning and progressive improvement of the tools and capabilities of the team. This role collaborates closely with Finance and People team stakeholders that planning is aligned with Agoda’s strategic goals and budget preparation. The rapid growth of the business and the increasing complexity driven by new launches and services make this an exciting, and challenging proposition.   Deliver reports and impactful insights to the operational Budgeting and Workforce planning Partnering with P&A and People team stakeholders Become familiar with processes and technology in support of Analytics products Bachelor’s degree required At least 2-3 years of experience as data /reporting analyst with SQL querying proficiency High level of discretion, confidentiality and ethics Ability to work well with employees in a highly multi-cultural environment Strong attention to detail and accuracy Excellent communication and presentation skills Be self-driven with strong ability to analyze and resolve complex problems Experience with Tableau visualization Experience with Vena software Workforce planning and Budgeting experience   #STRA#ANLS#MRKT#3 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #washdc #tirana #yerevan #sydney #melbourne #perth #vienna #graz #linz #baku #minsk #brussels #antwerp #ghent #charleroi #liege #saopaolo #sofia #toronto #vancouver #montreal #shanghai #beijing #shenzhen #zagreb #cyprus #prague #Brno #Ostrava #copenhagen #cairo #alexandria #giza #estonia #helsinki #paris #nice #marseille #rouen #lyon #toulouse #tbilisi #berlin #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen #leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #bangalore #newdelhi #jakarta #bali #bandung #dublin #telaviv #milan #rome #naples #turin #palermo #venice #bologna #florence #tokyo #osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #amman #irbid #riga #beirut #tripoli #vilnius #luxembourg #kualalumpur #malta #chisinau #amsterdam #oslo #jerusalem #manila #warsaw #krakow #sintra #lisbon #porto #braga #cascais #loures #amadora #almada #doha #alrayyan #bucharest #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #belgrade #singapore #bratislava #capetown #johannesburg #seoul #barcelona #madrid #valencia #seville #bilbao #malaga #oviedo #alicante #laspalmas #zaragozbanga #stockholm #zurich #geneva #basel #taipei #tainan #taichung #kaohsiung #Phuket #bangkok #istanbul #ankara #izmir #dubai #abudhabi #sharjah #london #manchester #liverpool #edinburgh #kiev #hcmc #hanoi #sanaa #taiz #aden #gibraltar #marrakech #lodz #wroclaw #poznan #Gdansk #szczecin #bydgoszcz #lublin #katowice #rio #salvador #fortaleza #brasilia #belo #belem #manaus #curitiba #portoalegre #saoluis data representation data analysis SQL data analytics analytics python (programming language) data mining data science r (programming language) tableau analytical skills data visualization databases business analysis business intelligence (bi) microsoft sql server machine learning statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip.com makemytrip grab amazon pandas (software) artificial intelligence (ai) information technology capital one accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba shopify expedia skyscanner  Equal Opportunity Employer  At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.  We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .  To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.   Show more Show less']"
57,Business Intelligence/Data Analyst,R1 Concepts Inc. - Performance Brake Parts,"Hanoi, Hanoi, Vietnam",,,,"[""Essential Duties:  Support design & build Data Warehouse on SQL Server. Collect reporting requirements (in English) from stakeholders (Accounting - Finance, Sales, Marketing, etc.). Design, validate/test, and maintain the report system to fit all requirements. Present the report/findings (in English) to stakeholders. Active working with stakeholders to propose new ideas – execute the ideas to help the business achieve the overall goal.     Qualifications/Experience:  1+ years’ experience as a Data Analyst and Reporting Analyst. Proficient use of SQL (SQL Server is a plus). Proficient use of Power BI. Highly proficient in spoken and written English. Have a good understanding of Data Warehouse Excellent presentation and data visualization skills. Excellent communication skills. Knowledge about the process of a production company is a plus. A Solid understanding of accounting concepts is a plus.     Education:  Bachelor's Degree (Required) (Data Science, Finance, Business Analysis, Economics).     Why You'll Love Working Here  Bonus theo quý, 3 tháng 1 lần. Mức lương hấp dẫn ( 600$-2000$). Được hưởng BHXH, BHYT, BHTN theo pháp luật hiện hành. Phụ cấp làm đêm ( nếu làm việc theo giờ Mỹ), không OT. Được nghỉ 02 ngày cuối tuần: Thứ 7, Chủ nhật và các ngày lễ theo quy định. Được gửi xe miễn phí tại tòa nhà. Khám sức khỏe định kỳ hàng năm 1 lần tại các bệnh viện uy tín. Quan tâm, động viên đến đời sống tinh thần toàn bộ nhân viên: Happy hour hàng tuần, sinh nhật công ty, sinh nhật thành viên, best of month, ngày 8/3, ngày 1/6, tiệc cuối năm, hỗ trợ lớp học tiếng anh cùng GVNN, …… Làm việc trong team nhiều người giỏi, luôn có các cao thủ code thân thiện và luôn sẵn lòng chia sẻ; Công ty luôn cố gắng tạo điều kiện tốt nhất để nhân viên học hỏi và phát triển. Môi trường cởi mở, mọi ý kiến đều được lắng nghe, thân thiện, trẻ trung, thoải mái, chia sẻ, tạo điều kiện cùng nhau vượt qua mọi khó khăn trong công việc, trong cuộc sống. Trang thiết bị hiện đại, phục vụ công việc. Chế độ team building cho tất cả nhân viên. Có nhiều cơ hội sang Mỹ làm việc từ 1 tới 2 tháng để tìm hiểu hệ thống, support khi go live.     Show more Show less""]"
58,Senior Data Analyst,GeoGuard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Information Technology,Associate,"[""At GeoComply, our mission is to empower the future of digital trust. We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC and Akamai, we are the global market-leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans in the next few years, including a targeted US IPO and various M&A opportunities.  At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.  Job Summary  We are looking for a Senior Data Analyst to join our team in HCMC, Vietnam who will match our ambitions , and help us Better ourselves and achieve our goals.  The Senior Data Analyst role contributes to GeoComply’s success by developing, enhancing rules for our products and providing quality analyses based on data collected from our end customers, as well as providing insights to help business and technical teams make informed decisions. This position reports and takes direction from Data Analytics Lead on a day-to-day basis.  What You Will Be Doing  Perform manual data analysis and visualization on live production data for detection of geolocation data anomalies and anti-fraud purposes Design and script reports based on technical and business requirements. Monitor release, configuration, and database changes. Contribute to the growth of the team by suggesting ideas and new practices to improve manual review methodologies. Develop and maintain a thorough understanding of the company’s technologies, processes, and teams Understand the company’s vision, goals and strategy; actively contribute to the achievement of the goals and execution of the company’s strategy  About You  Bachelor’s degree in Computer Science, Statistics, Engineering, or similar majors. Good command in Microsoft Excel Strong knowledge of and proven experience with databases (SQL, MongoDB, etc), programming (Python or other languages), visualization tools (Power BI, Tableau, Kibana) Strong analytical and problem-solving skills Minimum 4 years experience in a similar role Excellent written and spoken English Good communication and interpersonal skills when working with the team Strong technical skills, comfortable with Android, iOS, macOS, and Windows Ability to analyze and interpret complex documents (software requirements and design specifications, standards, and regulations). Ability to work under a tight timeline  Bonus Points if You  GIS experience is a plus Enjoy working with numerical data Ability to work in small collaborative teams in a dynamic working environment  Our IDEALS  Impact. At GeoComply your voice matters and your work and ideas have a direct impact on our business. Dynamic. We are a hyper-growth company with a fast-paced work environment that propels your professional and personal growth. Exposure. We have a flat hierarchy so you work closely with our executives and contribute to projects across teams. Acceptance. We believe in equal opportunity for all and welcome your unique contribution. Learning. We provide extensive training to our people so that you can develop new skills and achieve your career goals. Support. We help each other so that you feel supported and free to do your best work.  Our Benefits  Competitive Salary: High salary and attractive bonus system (13th month, business performance, dividend and internal shares program) Learning & Development: We provide an annual budget equal to 1-months’ salary that can go towards professional or personal development or sport. Equity Plan: As employees of GeoComply, we’re all “owners”. Our unique equity and bonus plans give you the opportunity to share in our company’s success. Fast career path within the company. Premium healthcare insurance (Bao Viet/Liberty) 20 days annual leave Weekly English classes with a native teacher Modern stand-alone office building in the center of Saigon. Free motorbike parking. We're always stocked up on snacks and coffee and have free lunches monthly Frequent social and team-building events  At GeoComply, we live our value of building it right. Our workplace is built on mutual respect and inclusion. We know that diversity of experience and thought has led to connection, innovation, and our company’s success. We welcome applicants of all backgrounds, experiences, beliefs, and identities.  Now What? Send us your resume and a cover letter. We Can’t-Wait To Meet You. Show more Show less""]"
59,Data Engineer,Movi Vietnam,"Ho Chi Minh City, Vietnam",,,,"['Design, further development, and implementation of ETL processes / BI system according to the architecture definition. Ensures monitoring and quality assurance within the responsible processes. Provides data for analytics roles (data scientist and BI analyst) from source systems via ETL in data store. Maintain/Operate a deployment pipeline for machine learning team. Ensure that DWH, Data mart, BI tools work stably as the final data keeper by proactively working with other data source keepers if any issue, thru aligned business/ system/ and data processes. Manage and enhance DWH, Data mart, BI system as a whole, in term of Database Management/ Data Set/ Data Models/ BI Tools/ Standard Dashboards & Reports/ System & Data Processes. ------ Bachelor’s degree in Economics, Finance, Statistic, IT or related field. 2+ years experience in ETL tool (Pentaho, Python, dbt…) and BI system (Pentaho BI, Metabase, Power BI, …). Expert handling of data from source systems and databases (MySQL, Redshift) and Analytical tool (R, Python, …) English: acceptable Show more Show less']"
60,Data Analytics & MIS Senior Analyst,Citi,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Banking, Financial Services, and Investment Banking",Information Technology,Not Applicable,"['Job Id: 22429074  The Business Analytics Int Analyst is a developing professional role. Deals with most problems independently and has some latitude to solve complex problems. Integrates in-depth specialty area knowledge with a solid understanding of industry standards and practices. Good understanding of how the team and area integrate with others in accomplishing the objectives of the sub function/ job family. Applies analytical thinking and knowledge of data analysis tools and methodologies. Requires attention to detail when making judgments and recommendations based on the analysis of factual information. Typically deals with variable issues with potentially broader business impact. Applies professional judgment when interpreting data and results. Breaks down information in a systematic and communicable manner. Developed communication and diplomacy skills are required in order to exchange potentially complex/sensitive information. Moderate but direct impact through close contact with the businesses\' core activities. Quality and timeliness of service provided will affect the effectiveness of own team and other closely related teams.  Responsibilities: Develop predictive analytical exercises to forecast customer behavior and anticipate business impact Identify and quantify optimization opportunities like next best offers/actions thru the development of statistical/data modeling. Assemble, analyze and build analytical model to help business strategizing different sales initiatives, across all Consumer Banking products within the bank Make well-reasoned recommendations to help supporting dynamic business growth Conduct analysis to identify the best pricing for products and for special marketing offers Support data-driven tactics/statistical models through the customer lifecycle (acquisitions, activation, mitigation, anti-attrition, retention) Establish and deploy appropriate data models to test and support applicability of new compensation methodologies maintaining appropriate cost and equilibrium between of objectives, motivators, policies, and resources Develop insightful MIS reports/dashboards to support business in monitoring performance and making decision Develop automation for recurring reports and ensure version control for report changes  Qualifications: Minimum 5-7 years working experience in banking or financial services industry, with at least 2-3 years hands-on experience in Cards & Loan/Retail Banking product analytics or business planning Strong knowledge and ability to use Excel VBA, Access, SAS, SQL and other tools to support analytical methods, database management, and communication of results Working knowledge of business statistics, mathematical and data modeling processes Organized and possess excellent quantitative, analytical and communication skills Strong attention to detail and accuracy Good interpersonal skills and ability to work with all levels is required. Demonstrate sound project management and/or leadership skills Good project management  Education: Bachelors/University degree or equivalent experience  This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.  Citi has entered into an agreement with United Overseas Bank (UOB Vietnam) to transfer its consumer bank in Vietnam which includes Cards & Loans, retail banking and insurance distribution. The sale is expected to complete in end of 2022. As this is a role to work in Citi’s consumer bank, the successful candidate will initially be employed by Citi, but during the course of sale completion, their employment will transfer to UOB (or) a new entity that will employ Citi’s consumer bank employees, prior to their transfer to UOB.  -------------------------------------------------  Job Family Group:  Decision Management  -------------------------------------------------  Job Family:  Business Analysis  ------------------------------------------------------  Time Type:  Full time  ------------------------------------------------------  Citi is an equal opportunity and affirmative action employer.  Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.  Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.  View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.  View the EEO Policy Statement.  View the Pay Transparency Posting   Show more Show less']"
61,Blockchain Protocol Analysts,Treehouse,"Ho Chi Minh City, Vietnam",Software Development,Information Technology,Entry level,"['We are looking to build a team of Blockchain Protocol Analysts who are passionate about blockchain, DeFi and the blockchain protocol ecosystem and will become specialists in the field. The candidate will work directly with the Product Managers and Data Scientist of the company and play a critical role in maintaining and onboarding protocols.     Roles and responsibilities     Protocol Scoping  Support the development, scoping, and prioritization of our protocol scoping / blockchain work. Conduct deep dives into blockchain and protocol data, including documentation and smart contracts, to scope define web3 calls, information needed for the product feature Become an expert and point of contact on matters related to blockchain / protocol scoping Maintain a portfolio of protocols and update / add new contracts across multiple blockchains Manage multiple work streams, and ensure contracts are scoped timely. Able to anticipate and identify protocol problems that may affect our timeline. Work with our product and data team to launch best-in-class analytics Support ideation, technical development, and launch of innovative products. Conscientious of time-to-market and capable of optimizing resources Able to take ownership of your projects, communicate requirements and timelines with internal and external stakeholders, and ensure that projects are completed with the utmost quality.     Requirements  Recent graduate with 0 to 2 years of business analyst experience. Some Experience with project management tools such as Jira / notion and database (MongoDB, etc). Prior software engineering experience preferred. CS language - Python, Golang, R. is a plus Full-time role (40 hours / week). Fluent to native competency in english Strong written and oral communication skills Meticulous and analytical thinker with strong work ethics and a passion for excellence. No DeFi or blockchain experience is required! but deep passion and drive for blockchain and decentralized finance is a major plus     Perks  As a tech company, our company culture always delivers high-quality products with the greatest talent who are eager to succeed, with a vibrant work environment, and prioritize work-life balance.     We convert our industry-leading research and knowledge into your power. This is the best place to gain your knowledge and experience in fintech technologies. Excellent and competitive salary package Opportunities to gain hands-on experience in cutting-edge technologies. M1 Macbook provided & widescreen 16 annual leave days, social insurance according to Vietnamese laws Annual performance review 13-month salary Working hours: 9 AM - 6 PM, Mon - Fri Unlimited potential for career growth because we are fast-growing Insurance: Social Insurance, PVI – Health Insurance Opportunity to work onsite at the Singapore office along with a chance to meet project clients for business discussion.     Company Description  Treehouse provides DeFi users with live analytics and risk metrics of their digital assets. We are building a unified and user-friendly interface to help users successfully manage their portfolio in the ever-changing world of DeFi. We aim to be the gateway for all traders to effectively manage their DeFi risk across chains and are backed by some of the largest Singapore VCs and global crypto exchanges.  Show more Show less']"
62,Data Engineer,Anfin (YC W22),"Ho Chi Minh City, Vietnam",,,,"[""About Anfin  We are a fintech company in Vietnam with the mission to bring investment opportunities and financial literacy to everyone in Vietnam. We strongly believe in the power of the stock market to transform developing economies. Therefore, we’re building the most innovative product in wealth management, and brokerage to make that happen. We have successfully raised investment from global venture capital investors and are now expanding the team to develop our product.  About the team  We’re a close-knit group of start-up enthusiasts, diverse in free-time hobbies from outdoors activities to paintings, yet similar in values like integrity, teamwork, and ownership. If that speaks to you, come join us! The great financial future for the Vietnamese won’t come true without you!  What you will do - Create and maintain optimal data pipeline architecture. - Build processes supporting data transformation, data structures, metadata, dependency, and workload management. - Conceptualizing and generating infrastructure that allows big data to be accessed and analyzed. - Identify, design, and implement internal process improvements: automating manual processes, optimizing data query delivery, redesigning infrastructure for scalability. - Build the Data Infrastructure required for optimal ETL (or ELT) framework from internal and external resources that meets the business requirement. - Work with data analysts and business partners to build key important dashboards.  Your skills and experiences - We are looking for a candidate with 1-3 years of experience in a Data Engineer role. - Strong analytical skills related to working with unstructured datasets. - Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases (MySQL, Postgresql, etc.) - Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets using cloud services: GCP (preferred), AWS, Azure, etc. - Experience with OOP languages: Python, Java, Scala, etc. - Experience with data pipeline and workflow management tools (Luigi, Airflow, etc.) - Experience with big data frameworks is a plus: Hadoop, Spark, Kafka.  Why you'll love working with us - Very competitive package & 100% probation salary - Potential for ESOP - MacBook is provided - Salary review: Twice per year - 13th-month bonus - Social Insurance, Premium Healthcare Insurance for employees - Dynamic, fast-paced start-up work environment building exciting products - Company trip once a year and many exciting activities for team building - Free parking, coffee, and tea - Opportunity to learn about financial literacy from industry experts to build your own wealth - Opportunity to be mentored by a leadership team who has extensive entrepreneurship experience, successfully founding and exciting Tech companies - Working hours: Monday to Friday (from 8:30 am to 5:30 pm) Show more Show less""]"
63,BI & Data Visualization Analyst,Agoda,"Hanoi, Hanoi, Vietnam",Internet Publishing,"Research, Analyst, and Information Technology",Associate,"['About Agoda  Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership,\u202fenhancing the ability for our customers to experience the world.  Get to Know our Team:\u202f  Agoda has taken many great strides in recent years, expanding our reach around the globe as well as our list of travel products. A critical driver to this success has been the team of Agoda Finance. We keep a steady hand on maintaining day-to-day financial operations while also keeping an eye out for future opportunities. Not only do we have the unique role of balancing risk management with continued innovation and growth, we also serve as a means of empowerment for both our team members and those within the company. Having experimentation and data analysis deeply ingrained in our culture, we provide the strategic insights Agoda’s business leaders need to push into new territories in sustainable and scalable ways. We also prioritize career development in Agoda Finance. Every function within the team has a well-defined career track with clear goals and development targets each step of the way.\u202f  The Opportunity:  The Senior Business Intelligence Analyst will be part of the Commercial Finance team and reports into the Business Intelligence Manager. The successful candidate will work to ensure that the Finance department has the tools, models, data sources, and technical knowledge required to generate value added insights for senior leadership and enable success for the business.  This person should enjoy managing high volumes of commercial, financial, and operational data and be comfortable providing forecasts, analysis, and solutions. They will have the opportunity to directly influence senior management, and their conclusions will have a wide ranging impact on the commercial decisions of our business.   This position is based in Bangkok – relocation provided for expat candidates **   In this role, you’ll get to:   Support the Finance community on data led insights as well as build reporting and analytical capabilities for the entire finance organization Assist the Commercial Finance team in the evaluation of emerging initiatives, investments, and major operational changes Analyze operational and financial performance trends, turning complex data into actionable insights Build strong connections across engineering and finance teams and become a trusted and proactive partner in supporting project delivery Create and maintain models, reports, dashboards as required by your stakeholders with well-written documentation in mind Continually optimize reports, processes, and procedures with scalability in mind Collaborate with engineering and product development teams on changes to/integration of new sources of data Empower end users to be self-reliant by facilitating knowledge sharing and enable skill development through effective training programs Be a thought leader around new technologies which may benefit the Commercial Finance team   What you’ll need to succeed:   Bachelor’s degree in IT, Mathematics, Statistics, Analytics or other relevant degrees 3+ years of experience with BI & analytics tools (SQL, Tableau, Metabase or similar technologies) Experience in ETL tools, data modelling and have proficient knowledge of SQL and Relational Databases: the ability to write, execute and interpret queries is essential Quick learner, problem-solving aptitude, effective prioritization, proactive and strong attention to detail High sense of ownership and growth mindset, ability to be self-directed Ability to understand business questions/requests and be able to suggest proper BI solutions which are measurable and scalable Excellent communication skills and ability to influence peers and build strong relationships within Finance and cross-functionally Advanced Excel modelling (OLAP cubes & VBA a bonus)   It’s great if you have:   Accounting/Financial knowledge and commercial acumen Solid technical/functional knowledge in statistics; experience with R or Python or similar Familiarity with scrum/agile methodology Other helpful skills – ETL knowledge, T-SQL, batch scripting, ODBC, data mining, Hadoop   #IT #FIN #3 #singapore #taipei #hongkong #kualalumpur #shanghai #manila #jakarta #seoul #tokyo #hanoi #mumbai #Phuket #bangkok #kualalumpur #hcmc #bangalore #newdelhi #jakarta #hanoi  data representation data analysis SQL data analytics analytics python (programming language) data mining data science r (programming language) tableau analytical skills data visualization databases business analysis business intelligence (bi) microsoft sql server machine learning statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip.com makemytrip grab amazon pandas (software) artificial intelligence (ai) information technology capital one accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba shopify expedia skyscanner  Equal Opportunity Employer  At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.  We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .  To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.   Show more Show less']"
64,Platform Analyst,Viec.Co Corp,"Ho Chi Minh City, Vietnam",,,,"['Giới thiệu Viec.Co:     Gần 10 năm làm việc trong lĩnh vực thương mại điện tử và vận hành, chúng tôi nhận thấy có một nghịch lý đó là ngày vui nhất của người bán hàng là ngày thấp thỏm nhất của người làm vận hành: làm sao tải được lượng đơn hàng khổng lồ mà có thể gấp 10 lần ngày thường, sắp ồ ạt đổ vào. Mỗi lần vậy, dù đã dùng đủ các cách: gấp rút tuyển, sử dụng dịch vụ đối tác cho thuê lại lao động, chúng tôi cũng chỉ lấp đầy được một phần nhu cầu về nhân sự. Nhìn rộng ra, câu chuyện này gặp ở khắp nơi.     Trong khi đó, Việt Nam có khoảng 30 triệu lao động tự do và phổ thông khắp cả nước, vậy mà nhiều lúc chỉ cần vài chục nhân sự để phục vụ Khách hàng mà chúng tôi đã thấy cực kì khó khăn. Lân la hỏi 100 anh “xe ôm công nghệ”, 101 anh sẽ nói là họ chuyển sang làm việc chạy xe vì cần thêm thu nhập. Kiếm thêm 3 – 4 giờ mỗi ngày được một hai trăm là thấy cũng quý lắm rồi. Người không thiếu, mà chúng tôi tìm không ra.     Rõ ràng có cái gì đó sai sai ở đây khiến cho thị trường vận hành chưa hiệu quả. Ngồi lại với nhau, mấy anh em tôi quyết định xây dựng nền tảng Việc.Có (Viec.co), để kết nối hiệu quả hơn cung – cầu về lao động. Nơi đây, mọi người được quyền tự do chọn lựa công việc mình thấy thích thú, gần nơi mình đi lại, phù hợp với thời gian của mình, và hẳn nhiên thu nhập hợp lý.     Chúng tôi tin vào một tương lai nơi mọi người có thể tự do và linh hoạt kiếm thêm thu nhập bằng cách chọn công việc phù hợp nhất. Mặt khác, doanh nghiệp sẽ vận hành hiệu quả hơn, bằng việc duy trì nhân sự ở mức tối ưu, còn lại sự biến động sẽ do “nguồn lực xã hội” giải quyết.     Về vị trí Platform Analyst (Associate):     Vị trí Platform Analyst sẽ giúp Việc Có xây dựng hệ thống báo cáo, sử dụng dữ liệu, phân tích và đưa ra các quyết định vận hành và phát triển nền tảng một cách thực sự hiệu quả. Vị trí này sẽ giao tiếp thường xuyên với bộ phận vận hành và các bộ phận liên quan trong công ty để hiểu được nhu cầu về dữ liệu của các bộ phận này, hỗ trợ cung cấp dữ liệu, báo cáo, cũng như có các phân tích và đề xuất triển khai sát với hoạt động của nền tảng.  Bên cạnh đó, vị trí Platform Analyst sẽ làm việc trực tiếp với Data engineers để tìm hiểu và xây dựng hệ thống dữ liệu, báo cáo, đề xuất và triển khai xây dựng mới các hệ thống phân tích, báo cáo hỗ trợ bộ phận vận hành và kinh doanh trên toàn nền tảng.  Vị trí này sẽ làm việc và báo cáo trực tiếp đến Business Operation Manager.        Mô tả công việc:\xa0  Xây dựng, phát triển, tự động hóa các Dashboards, hệ thống báo cáo. Thiết kế dashboard dễ nhìn, dễ hiểu thấy nhanh được insights Thiết kế các loại báo cáo ad hoc, định kỳ để theo dõi tình hình hoạt động, phát triển của nền tảng Làm việc trực tiếp và trao đổi thường xuyên với bộ phận vận hành để hiểu hoạt động vận hành trên nền tảng, hỗ trợ cung cấp các báo cáo và dữ liệu cần thiết. Viết các bài báo cáo định kỳ, hoặc các báo cáo, phân tích ad hoc về các vấn đề trong vận hành, kinh doanh, sản phẩm, đưa ra các insights, đề xuất để giúp các cấp quản lý, bộ phận vận hành, và các bộ phận liên quan trong công ty phối hợp và đưa ra quyết định, hành động để phát triển nền tảng một cách hiệu quả.     Yêu cầu:  Kinh nghiệm 0-2 năm ở vị trí tương đương Biết sử dụng SQL, Google Sheets hoặc các công cụ phân tích dữ liệu khác (R, Python,...) Kỹ năng viết và giao tiếp tốt (tiếng Việt và tiếng Anh), tư duy phân tích và phản biện tốt Có khả năng làm việc nhóm và phối hợp tốt với stakeholders ở các bộ phận khác nhau Từng có kinh nghiệm làm việc tại công ty về e-commerce, logistics là một lợi thế     Show more Show less']"
65,Data Engineer,POC Pharma,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Pharmaceutical Manufacturing,Engineering,Mid-Senior level,"['About Us  POC Pharma is a startup that digitizes the pharmaceutical industry in emerging markets and helps pharmaceutical companies leverage data to grow their sales. Come join the coolest team and contribute to an exciting and fast-moving industry, using the best technologies!  Responsibilities  Be a subject matter expert in analyzing and presenting data that provides important insights into customers behaviors and usage patterns Work with both developers and business stakeholders from diverse teams to understand business needs and determine optimal solutions while constantly evaluating the risks & dependencies Write and maintain sophisticated SQL queries to meet complex needs Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Create processes to quickly test the accuracy of the generated datasets & reports Communicate regularly and directly with stakeholders and executive sponsors Develop business requirements documentation, process workflow diagrams, functional specifications, user acceptance test scripts and other supporting documentation for BI initiatives   Requirements  3+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field Experience with relational SQL and NoSQL databases, including MSSQL, with strong experience in building sophisticated SQL queries Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc. or other technologies (e.g.: matching algorithm, Analytics Framework, etc.) Knowledge of business process management best practices & business intelligence concepts Ability to dive into technical details and design analytics solutions to meet business needs Experience with (one or more) BI/reporting tools and data storage platforms Experience with handling multiple projects in an open environment Exceptional verbal, written communication and presentation skills Experience in supporting and working with cross-functional teams in a dynamic environment.   Benefits  Private Health Insurance Paid Time Off Training & Development Performance Bonus Show more Show less']"
