,title,company,place,industries,job_function,seniority_level,description
18,Python Data Engineer (Grad Training Program),GeoGuard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Information Technology,Entry level,"[""At GeoComply, our mission is to empower the future of digital trust. We operate at the center of a new generation of cybersecurity companies, leveraging today's geolocation data to make better risk-based decisions. Working as a critical piece of the security infrastructure for some of the world’s largest tech companies like DraftKings, FanDuel, the BBC and Akamai, we are the global market-leader for compliance-grade geolocation data and a critical piece of the decision engine. We have big plans in the next few years, including a targeted US IPO and various M&A opportunities.  At the heart of it all is people - we are deeply committed to creating and sustaining a world-class experience for our employees, customers, and partners.  Job Summary  The Python Data Engineer (Grad Training Program) contributes to GeoComply success by building the data pipelines to transform the raw data into business insights which assist our company as well as our customers in the decision-making process.  Our ideal candidate has relevant experience as a Data Engineer and relevant experience in database technologies such as MySQL and NoSQL. You have experience in setting up the data pipelines in your previous companies. You are able to, and enjoy working across multiple teams across locations, have good communication and interpersonal skills. You have proven your ability to work under tight timelines in your previous work experience and are highly organized and detail-oriented.  What You Will Be Doing  Understand the business, knowledge, and insight. Develop, transform large datasets and maintain robust data pipelines that can support various use cases with high performance. Generate automated reports for customers with high-quality standards. Develop and maintain interactive reporting tools. Stay informed of database changes to ensure reports are always working as expected. Coordinate with the Engineering team on release cycles and operational suggestions to monitor releases to foresee any issues that may arise with the data pipelines and reports. Follow best practices and processes established by the team.  About You  Desire to be a data engineer or a Pythonista Good knowledge and experience using Python for data processing. Experience with SQL and NoSQL. Experience with Git Development experience in Linux system environments. Ability to quickly learn new technologies and push the envelope for performance and reliability. Strong analytical and problem-solving skills. Results-orientated with the ability to meet deadlines. Good communication and interpersonal skills as well as good written and spoken English skills. Can commit to 6 months at least Fresh graduates, final-year students, or under 2 years of experience.  Bonus Points if You  Knowledge of data warehousing concepts. Knowledge of BI technologies, methodologies, and their application. Experience with ETL/ELT and integration flows in Airflow or similar. Knowledge of ELK Stack - Elasticsearch, Logstash, and Kibana using RESTful and JSON to build reporting solutions. Knowledge of Docker/Kubernetes is a plus. Familiar with spinning up the infrastructure of Amazon, Google Cloud Platform, or Azure.  Our IDEALS  Impact. At GeoComply your voice matters and your work and ideas have a direct impact on our business. Dynamic. We are a hyper-growth company with a fast-paced work environment that propels your professional and personal growth. Exposure. We have a flat hierarchy so you work closely with our executives and contribute to projects across teams. Acceptance. We believe in equal opportunity for all and welcome your unique contribution. Learning. We provide extensive training to our people so that you can develop new skills and achieve your career goals. Support. We help each other so that you feel supported and free to do your best work.  At GeoComply, we live our value of building it right. Our workplace is built on mutual respect and inclusion. We know that diversity of experience and thought has led to connection, innovation, and our company’s success. We welcome applicants of all backgrounds, experiences, beliefs, and identities.  Now What? Send us your resume and a cover letter. We Can’t-Wait To Meet You. Show more Show less""]"
19,Software Engineer,Orange Logic,"Ho Chi Minh City, Vietnam",,,,"[""For more than two decades, Orange Logic has empowered a wide range of clients with its digital asset management system, Cortex. We’ve worked with almost every industry, from Finance to NGOs, Media giants to educational institutions; securing and organizing their assets. With no external investors to please, Orange Logic has the rare freedom to pursue its unique product vision focused on users while growing at a fast pace.     What you can expect in your role     Developing scalable new features for our software product that exceeds our customer’s needs. Take ownership of projects, including architecture, design, implementation, and deployment Obtaining requirement feedback from internal teams/clients to maintain/support the product development. Write the Unit Tests for robust development. Collaborate with distributed teams in the United States and France     Requirements     Proficient with any back-end programming languages (i.e. C#, Java, Python, C++, etc.) Proficiency in English, both verbal and written A strong fundamental understanding of software development. An understanding of complex algorithms and data structures, as well as a passion for intellectual challenges.     Skills     Backend skills: A solid problem-solving skill with well-practiced and consistent approach. You will have a chance to tackle any problems by breaking them down and solving them logically and systematically. We're open to all programming languages! Practical experience with a web-based application is a plus Experience with the database management tool SQL is a plus.     Must Have     Strong self-discipline for delivering well-tested, complete features/modules under a tight schedule and the capability for rational thinking.     Why it would be awesome to work with us     Work alongside a group of skilled engineers, share and contribute their ideas, and have a direct impact on our software development. Amazing global team: smart, open-mind, and passionate engineers. You could improve your English and explore different country cultures. 18 days of annual leave (cashback for unused days) 4 days for an abroad company trip Full 13th-month salary Performance bonus (monthly paid) Birthday bonus ($100), Tet gift, etc Allowances for lunch, gym, parking ($100) Premium healthcare insurance Full Insurance based on your Gross salary Daily free snacks, fresh fruit, coffee & soft drinks Latest gadgets for work (include noise-canceling headphones)     Apply     Please apply via Linkedin or send your resume to ha.nguyen@orangelogic.com Feel free to drop me a message on Linkedin Can't wait to have a detailed discussion if you have any questions or concerns! Show more Show less""]"
20,Fresher/Junior Software Engineer,Spores Network,"Hanoi, Hanoi, Vietnam",,,,"['Job Description  ▪ Complying with company procedures & discipline ▪ Building smart contracts and applications on the blockchain platform  ▪ Developing web application, mobile application, client-server systems  ▪ Other tasks as required by the line manager  Requirements  ▪ Fresh graduate or junior software engineers with under 2 years of experience  ▪ Basic knowledge of programming languages, data structures, and algorithms  ▪ Knowledge of HTML, CSS, JavaScript  ▪ Understanding SQL and optimizing SQL sentences  ▪ Having a passion to explore & learn new technologies  ▪ Discipline, perseverance, ability to adapt to work pressure  ▪ Having English writing & listening skills Preferred  ▪ Understanding of Blockchain and its application  ▪ Used to work with Vscode, Github, AWS  ▪ Providing college transcripts or Demo  Products Spores tech stack at present  ▪ Backend: NodeJS, Go, Rust, Postgres, MongoDB  ▪ Frontend: React, Javascript, HTML, CSS, Next.js  ▪ Smart-contract: Solidity, Rust  Benefits  ▪ Be a part of the blockchain and cryptocurrency revolution that is changing the world, with plenty of opportunities for personal growth and development  ▪ Mentorship and coaching by senior leaders in the company, who are successful serial entrepreneurs and alumni of Ivy League schools (Yale, LSE, Harvard, University of Chicago)  ▪ Work with world-class experts around the world in the areas of blockchain, NFT, virtual reality, media and entertainment, arts, investment, and more  ▪ Equipped with methodical knowledge and support from a team of experts  Show more Show less']"
21,Data Engineer,Pinetree Securities,"Hanoi, Hanoi, Vietnam",,,,"[""Responsibilities:  - Design, create and maintain optimal data pipeline architecture  - Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, and AWS ‘big data’ technologies or Google Big Query  - Ability to build processes that support data transformation, workload management, data structures, dependency and metadata  - Assemble large, complex data sets that meet functional / non-functional business requirements.  - Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  - Perform the data preparation for data model (data cleansing, data aggregation)  - Design and develop reliable, stable, and effective data marts to support business.  - Create ETL jobs and data pipelines  - Monitoring data quality to meet SLA  - Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.  - Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.     Requirements:  1. Educational qualifications  - Bachelor's Degree  - Graduated in Computer Science, Statistics, Informatics, Information Systems or another quantitative field is a plus.\xa0  2. Relevant experience  - Have at least 5 years working in Data Engineer role  - Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases including SQL and NoSQL databases  - Hands-on experience with SQL database design  - Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.  - Experience with object-oriented/object function scripting languages: Python, Java, C++, etc.  - Experience with build processes supporting data transformation, data structures, metadata, dependency and workload management.  3. Required competencies  - A successful history of manipulating, processing and extracting value from large disconnected datasets.  - Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.  - Strong project management and organizational skills.  - Experience supporting and working with cross-functional teams in a dynamic environment.  - Good logical thinking, hard-working, positive attitude, good communication skills.     Benefits:  - Competitive salary w/ bonus on 13th month  - Paid premium healthcare insurance (PTI)  - Paid accident insurance (Hanwha)  - Laptop/ PC provided  - Two days off per week,12 days of annual leave per year.  - Company trip, team building every year  - Happy hours with free snacks, soft drinks, fruit, and coffee etc.  - Celebrating party: team lunch, birthday, welcome, other activities.     Show more Show less""]"
22,Graduate Software Engineer,KAL,"Ho Chi Minh City, Vietnam",,,,"['Graduate Software Engineer     Job summary  As a member of our global engineering department, you will be responsible for creating a wide array of new and innovative products, while working in collaboration with customers, partners, and colleagues from our other global offices including Sydney, Cincinnati, Chennai, Mumbai, Mexico City, Bucharest, Verona, Munich, and Istanbul. From your first day, you will be an active engineering team member which includes working with our customers and partners.     As your career develops within our organization you can grow and specialize in the area which fits you best. The role is varied and demanding and offers a real technical challenge to a graduate looking to build a successful and rewarding career in software engineering.     Skills and experience required  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Must be educated to degree level in Computer Science, Software Engineering, or other related engineering degrees  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Good knowledge of Microsoft Windows  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0High proficiency in C++ and/or C# beneficial  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Willingness to travel internationally visiting various KAL offices and customer sites  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Fluency in English is essential, as English is our working language. Other languages are highly desirable  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Must currently have the legal right to live and work in the United Kingdom\xa0     Core responsibilities  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Dealing with multiple tasks and projects  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Solving problems quickly and accurately  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Showing creativity and interest in coming up with new ideas that improve our service and move our solutions forward  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Interacting with a team of experienced and motivated people, offering guidance and recommendations for technical decision making, collaborating with our test team to validate and verify the quality of the solutions, preparing status reports, and updating your managers  ·\xa0\xa0\xa0\xa0\xa0\xa0\xa0Showing continuing commitment to a quality approach to software development by keeping track of the latest technology and design concepts.     About KAL\xa0  KAL is a world-leading ATM software provider, which is leading the market in solutions for bank ATMs, self-service kiosks, and bank branch networks. As a global company, it allows us to understand local customer needs as well as the global challenges our suite of ATM software products needs to address to enable us to deliver the best in market products to the world’s leading banks.  We offer a competitive benefits package, including life, health, and critical illness insurance, paid overtime and travel time as well as many other benefits, which is why many of our team who joined the company when it started over 30 years ago are still here today!     To apply, please send your CV and salary history to recruitment2@kal.com  Show more Show less']"
23,Python Software Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering,Executive,"['Your Key Responsibilities:\xa0    Love Coding. Follow Your Passion. Enjoy Every Single Working Day with Your Nice Colleagues and Our Kind Clients. Take Your Skill to the Next Level.  The responsibility includes: design, coding, troubleshooting and working with project team as well as customers on features/bug fixes.      Qualifications    General requirements    At least Intermediate level of English level Ability to communicate effectively with team members Ability to independently manage time and priorities while meeting deadlines Sharp troubleshooting, problem solving, and analytical abilities Willingness to explore new technologies Ability to handle multiple tasks  Technical requirements    1+ years of working experience with Python development Experience with one of Python web frameworks such as Django/ Flask/CherryPy, etc. Have good knowledge and experience with databases; PostgreSQL experience preferred Strong understanding of object-oriented, design patterns and programming principles Good knowledge of web service development (RESTful)  Nice to have/plus:    Experience in working with HTML, CSS, and JavaScript, TypeScript Experience with Python data processing Experience with Microservices Experience with NoSQL Experience in agile software development Experience with OWASP security best practices   Additional Information    BE YOUR BEST WITH KMS    Working in one of the Best Places to Work in Vietnam Building large-scale & global software products Working & growing with Passionate & Talented Team Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting Attractive Allowance\xa0and Benefits Flexible working time Various training on hot-trend technologies, best practices, and soft skills Big annual year-end party every year, team building, etc. Fitness & sport\xa0activities: football, tennis, table-tennis, badminton, yoga, swimming… Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,… Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)  And much more, join us and let yourself explore other fantastic things!    Show more Show less']"
24,Software Engineer,Dwarves Foundation,Vietnam,,,,"['DWARVES FOUNDATION APPRENTICESHIP 2022     Dwarves Foundation is an innovative tech firm. We build and ship top notch software to resolve business problems through impactful tech solutions.     Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.     Opening to mid-level software engineers anywhere.     Program details: https://careers.d.foundation/apprenticeship-2022     Opening until\xa0Apr 25, 2022: https://form.typeform.com/to/LfCWfoml     Dwarves Apprenticeship 2022 is built for the young professionals who:     ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek for an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career  Show more Show less']"
25,AI Software Engineer,Samsung Vietnam Mobile R&D Center,"Hanoi, Hanoi, Vietnam",,,,"['Senior Software Engineer, Media Codec/Processing  I. JOB DESCRIPTION: - Design and implement Video Editing solutions applying in Android devices like (HDR10+, Highlight video summary, tone function...) - Work with Android Video editing framework and graphic processing for handling Multimedia codecs and raw media data  II. JOB REQUIREMENTS: - Having at least 4 years working experience in the field (Image/Video Processing, Media Codecs) - Being proficient in Android native (Linux, C++) - Being proficient in Multimedia framework, Video/Audio codec - Being familiar with Video/Audio/Image processing - Being familiar with Android graphic, OpenGL, Media file format & Samsung specific file format - Having ability to research and commercialize related new technology from paper or requirement  Nice to have: - Preferring to have a Master or PhD. Degree - Having experience in working with Multimedia Solution Show more Show less']"
26,Fresher/Junior Software Engineer,Spores Network,"Hanoi, Hanoi, Vietnam",,,,"['Job Description  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Complying with company procedures & discipline  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Building smart contracts and applications on blockchain platform  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Developing web-application, mobile application, client-server systems  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Other tasks as required by line manager  \xa0  Requirements  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Fresh graduate or junior software engineers with under 2 years of experience  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Basic knowledge of programming languages, data structures and algorithms  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Knowledge of HTML, CSS, JavaScript  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Understanding SQL and optimizing SQL sentences  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Having passion to explore & learn new technologies  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Discipline, perseverance, ability to adapt to work pressure  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Having English writing & listening skill  Preferred  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Understanding of Blockchain and its application  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Used to work with Vscode, Github, AWS  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Providing college transcripts or Demo Products  Spores tech stack at present  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Backend: NodeJS, Go, Rust, Postgres, MongoDB  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Frontend: React, Javascript, HTML, CSS, Next.js  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Smartcontract: Solidity, Rust  \xa0  Benefits  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Be a part of the blockchain and cryptocurrency revolution that is changing the world, with plenty of opportunities for personal growth and development  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Mentorship and coaching by senior leaders in the company, who are successful serial entrepreneurs and alumni of Ivy League schools (Yale, LSE, Harvard, University of Chicago)\xa0  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Work with world-class experts around the world in the areas of blockchain, NFT, virtual reality, media and entertainment, arts, investment and more  ▪\xa0\xa0\xa0\xa0\xa0\xa0\xa0Equipped with methodical knowledge and support from a team of experts     About Us  \xa0  Spores Network is a GameFi and Metaverse Publisher seeking to empower Web3 experiences that integrate with culturally forward Entertainment IP and Corporate Brands. Our core business consists of Launchpad, Marketplace, Incubator.\xa0  Our founding team combines successful, international serial entrepreneurs with several achievements in traditional businesses as well as in the blockchain space. Spores Network is also supported by a world-class advisory board, top KOLs and global investors, with a proven track record in blockchain and cryptocurrencies.  The Spores team is headquartered in Vietnam, with presence in China (Shanghai) and USA (Los Angeles and Chicago).  Our website: https://spores.app/     \xa0  Show more Show less']"
27,ML Ops Engineer,Chợ Tốt,"Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Engineering and Information Technology,Mid-Senior level,"['At Cho Tot, we rely on powerful data to power our systems and make data-driven solutions. Being a part of our Data Science team, you will have the opportunity to apply your knowledge, build it into real AI applications on production, solve business problems and help empower millions of Vietnamese daily lives.  As a ML Ops Engineer, you will be responsible for building, operating and optimizing the next generation of Chotot’s ML Product, Platform, and Infrastructure. You will have the power to lead your initiatives geared towards making the ML Engineers and Applied Data Scientists at Chotot more productive. You will have the power to improve and extend the underlying infrastructure that powers the ML teams, thus simplifying the development and deployment cycles of ML models.     Responsibilities  Apply relevant modern technology to build, deploy and integrate ML models to Chotot’s product, directly improve end-user experiences and engagement Responsible for the full cycle of ML product development including collecting data, training, deploying to production, observing quality and performance of ML services Design, build infrastructures, toolings, and standards to accelerate Machine Learning development, improve time to production of ML models Set up CT/CI/CD infrastructure for ML development Responsible for managing the infrastructure of your ML pipelines using different toolings such as Kubeflow, Airflow, MLflow, GCP Vertex AI… Own the technical stacks with comprises all ML resources and manage ML infrastructure cost Collaborate with other teams, stakeholders to build and realize ideas into impactful applications     Requirements  Have +2 years experience in software engineering development with machine learning services that scale to millions of users Practical experience in building ML infrastructure and setting up observabilities for ML services Understanding of data structures, data modeling, and software architecture; familiar with machine learning framework (Keras, Pytorch) Experience with Docker, Kubernetes, ML CI/CD workflow Expertise in Python with experience in bash shell scripts, UNIX utilities Practical working experience with GCP cloud technologies (AI Platform, Vertex AI, GKE, Cloud Run, Cloud Function) Strong verbal and written communication skills, with a high level of comfort explaining complex technical topics to stakeholders Strong background in software engineering and computer science.     Thank you for taking your time to read our job description and thank you in advance if you decide to apply for this position. Shortlisted candidates will be contacted within 2 weeks since application, otherwise we might meet when another chance arises.  Show more Show less']"
28,Data Engineer,VNPAY,"Hanoi, Hanoi, Vietnam",,,,"['About VNPAY     VNPAY is Vietnam’s leader in financial technology with the mission to bring excellent quality products and services to promote cashless payment habits and encourage the development of digital commerce. VNPAY has a client portfolio of 40+ banks, 5 airlines, 5 telcos, a hundred of thousand companies, and millions of retail customers.     In this very fast-growing digital services era, VNPAY has a rapid growth of customers and challenges. With the mindset “Every challenge is an opportunity”, we are investing massively in data capabilities- the key engine for customer-centric product strategy, market expansion, resources optimization, and risk minimization. Many projects are finished, many are ongoing, and many others are in queue for development. Our environment highly promotes the full lifecycle of launching innovative products, so data and tech enthusiasts will have great chances to flourish and directly impact the economy     Our Culture  • All for one, and one for all  • Data first, decision second, and evaluation third  • Only the “Can Do” mindset  • Mistakes are there to embrace success  • Curiosity, curiosity, and curiosity  • Being the master of your fate     Responsibilities     Data Architecture  • Evaluate current complex data architecture in the organization and identify mandatory  improvements  • Define strategies for data infrastructure to fulfill data analytic and utilization needs of the  organization  • Manage and drive the upgrades to systems and storage to accommodate business and product requirements for data operations  • Design and deliver data infrastructure and functionalities with the most suitable technologies for data analysts, data scientists, and other business roles to monetize data and fulfill the strategy of VNPAY     Data Integration  • Strategically explore and obtain data and information from various sources within the ecosystem and external partners into VNPAY’s core platform  • Ensure data assets are organized and stored most efficiently for mining purposes  • Design, build and maintain optimized data pipelines and ETL/ELT solutions as business support tools in providing analysis and real-time analytics platform for critic  al decision making.  • Proactively collaborate with data users to understand data requirements, build and deploy optimized data  solutions     Management  • Manage project conflicts, challenges, and dynamic business requirements to keep operations running at high performance.  • Resolve people’s problems and project roadblocks,  • Conduct root cause analysis to help the team continuously improve processes and procedures to ensure maximum productivity  • Mentor and grow junior Data Engineers  • Identify and encourage areas for growth and improvement     Qualifications  • Bachelor\'s or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science, Software Engineering or Information Technology     Work Experience  • 5+ years of relevant engineering experience with at least 2 years focus on data engineering  • Proficiency in SQL and programming language  • Deep experiences in optimizing ETL tasks, designing and building dimensional data models  • Deep experiences with big data ecosystem (e.g. Hadoop, Spark, Flink, Kafka, Hive, Delta Lake)  • Experience working in Agile teams to lead successful innovative projects with a cross-functional team  • Experience architecting, coding, and delivering high-performance microservices and/or delivering solutions serving millions of users  • Experience with cloud solutions is a plus     Benefits  • Working in a fast-moving team, fully supported by BOM  • Working in a team ready to take risks and challenge ""best practices""  • Negotiable salary according to qualification (13th-month salary + KPI Bonus)  • Full benefit with social insurance. Annual health checks and PTI insurance under the company’s policy  • Employee Relationship: company trip, monthly team building  • Leave Paid: 12 days for annual leave & 6 days for sick leave (max 18 days)  Show more Show less']"
29,Data Engineer,EcoTruck - Ecosystem for Trucking,"Ho Chi Minh City, Vietnam",,,,"[""EcoTruck - a tech-driven logistics company focusing on first mile trucking. We are proud to be the leading ecosystem for trucking in Vietnam.  We are looking for people who is talented and hardworking to join our force to bring the efficiency to the industry through innovative business model and unique way of operating  What you will do in this role  Analyze requirements, design and develop a secure and standard data storage system. Build data pipelines to convert and synthesize data from the company's existing system that can serve the queries and analysis quickly and easily. Build a system to collect info from different sources that provide data for business analysis and development. Collaborate with other software engineers, product owners, designers to build the product.  What we are looking for  Previous experience as a data engineer or in a similar role Understanding Extract, Transform, and Load (ETL) Familiar working with Restful API. Familiar with Linux development environments. Experience with SQL, NoSQL Experience with queueing and messaging systems. Knowledge about process developing feature Nice-to-have Experience with Elasticsearch. Experience with Docker.  Benefit  Performance bonus ESOP based on performance and contribution Social insurance and health insurance (on 100% of gross salary) Additional premium health care Paid annual health checkup Performance and salary review at least once a year Monthly team building budget, which does NOT roll over Birthday gift Company trips and other team building activities (encouraged to do marathon or triathlon) Office goodies including daily healthy snacks, good coffee and tea, healthy beverages, and a great office atmosphere  Show more Show less""]"
30,Software Engineer,Personal Project,"Ho Chi Minh City, Vietnam",,,,"['A friend of mine is looking for someone who has followed experience for his personal project :  - Develop console applications on multiple platforms (Windows, Mac, Linux)  - Use curl library  - Design network program. (Admin, HTTP Server, Client)  - Send & Receive files through HTTP Server  - Full document & executable file.  *Salary: 20$-30$/hour  *Please kindly email your updated CV straight to: brandon.bledsoe007@gmail.com. Looking forward to talking to you soon.     Show more Show less']"
31,Fresher Data Engineer,Officience,"Ho Chi Minh City, Ho Chi Minh City, Vietnam ",IT Services and IT Consulting,Information Technology and Engineering,Not Applicable,"['Be a member of a dedicated team Program new scripts to crawl new sites, new strategies to overcome technical difficulties (IP blocked, encrypted data,..) Keep on optimizing crawling process Communicate with clients on innovations or improvements. Research machine learning model, visualize data (language, number) Other works according to project requirements Qualifications From 4 - 6 months experience as developer; knowledge about web Familiar with Linux OS , Crawling Data from the website Basic knowledge on SQL, mySQL databases. Basic knowledge on Python/Javascript/Bash cripting Data mining or have interested in Data Science Teamwork spirit, responsibility and good in English It would be a plus point if you have been familiar with Shell/ Bash scripting. If not, don’t worry, you will be trained by our Senior Developer. It would be a plus point if you have been familiar with Shell/ Bash scripting. If not, don’t worry, you will be trained by our Senior Developer. General information Level: Fresher-Junior Type of the position: Full-time permanent Cluster: IT Craft (Autobiz) Working time: 9:00 AM - 6:00 PM (flexible) Working location: F-Central; 16A Le Hong Phong, Ward 12, Dist. 10, HCMC Monthly salary: $400-600 USD Other benefits: 13th month salary Tet bonus Trade Union gifts Lunch served right at pantry Premium healthcare package Annual healthcare check up at international clinic Free training classes with diverse topics Innovative salary review process 22 leaves per year Laptop policy if any Parking-free Onsite opportunities to France upon Client’s request Show more Show less']"
32,Junior Software Engineer,Skedulo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering and Information Technology,Entry level,"['Description  Top Reasons to Join Skedulo!  A dynamic product company with great tech. You get your own Macbook Pro. Balanced Workload. Perform at your Best!  Skedulo Introduction  Founded in 2013, Skedulo is a fast-growing SaaS company headquartered in San Francisco and with offices in Australia, Vietnam, and the United Kingdom. Here, we use the latest technologies and best engineering practices to deliver groundbreaking software that is making a difference around the world.  If you’re drawn to solving interesting hard problems, Skedulo is for you. Over the past 20 years, less than 5% of software investment has been focused on the needs of the world’s 2.7 billion mobile workers, and the mobile workforce is our sole focus. Join us as we build a scalable platform for the world’s largest brands working with the most respected technology partners.  Skedulo is a momentum leader in Field Service Management (based on G2 Winter 2021 rating) and is growing rapidly to meet the demands of a post-Covid world. This is a compelling opportunity to join a fast-growth, enterprise grade, SaaS based business where an outstanding mobile experience is at the heart of our product and user experience.  As a Junior Software Engineer you will be embedded within the Engineering department and act as a key interface between our Customer Experience and Engineering teams. You will troubleshoot and drive the resolution of complex, escalated customer issues that arise from business as usual product operations and from customer go-lives.  In this role you will be required to develop broad product expertise and an understanding of our product code-base, so that you can develop production-ready bug fixes. You will be a customer advocate and ensure that the customer voice is heard and incorporated into future product development activities. You will proactively identify opportunities to improve and mature our product documentation and support processes based on your customer interactions and knowledge.  Requirements  Responsibilities Day to Day Triage, trouble-shoot and resolve escalated customer issues from multiple inbound channels Works with internal and external stakeholders to facilitate the timely resolution of customer issues Create, update and enhance external and internal product documentation based on customer interactions Anticipates and communicates blockers or delays for your work before they require escalation Providing a clear end of day hand-over of critical issues for continued investigation by the global technical support engineering team Participate in customer calls and meetings where required to assist in issue resolution Drive product enhancements with the Product Development team based on your product expertise and frontline knowledge of customer needs Proactively identify and implement improvements to the global support engineering team processes Technical Duties Provides technical advice and product expertise to customers and internal stakeholders to assist in the timely resolution of customer escalated issues Collaborate with Product Development team and submit merge requests to resolve bugs Develops production-ready bug fixes that are easily testable, understood by other engineers, and accounts for edge cases and errors Ensures their commitments are realistic, understands their priority and urgency, and delivers upon them accordingly. Communication Duties Communicates with their team, internal stakeholders and with customers in an effective, clear, concise manner in both written and verbal form on technical and non technical subjects. Helps their fellow team members overcome obstacles, resolve blockers, and complete work tasks  Minimum Qualifications  Requirements  Excellent written and oral English communication skills for internal and customer communication Excellent problem solving and diagnostic skills  Desired Skills & Experience Degree in Computer Science, Information Technology, Engineering, Mathematics or similar field of study Previous experience in a customer facing role Previous experience with one or more of the following: Javascript, CSS, React.js, NodeJS Unit testing frameworks Kotlin Typescript CI/CD tooling and automation Experience working with agile development methodologies Knowledge and experience with issue tracking tools such as Jira and Zendesk 1+ years experience in a similar role  Benefits  MacBook Pro provided Competitive salary & 13th Month Bonus Working from home set up stipend: $150 Learning & Development stipend: $500 per year 7 paid sick days per year 20 paid leave days per year 8 paid Mental Healths days per year 3 paid Volunteer days per year 12 days of paid Public Holiday per year Paid Parental Leave (12 weeks) in-conjunction with eligible government benefits Miscarriage & Bereavement leave Equity in the form of SARS (Stock Appreciation Rights) Medical Benefits for employee & family Employee Referral Bonus Annual Mental Wellness Week event & Calm subscription to help support in the mental wellbeing Leadership, Mentorship, DEIB Program Fun, creative and fast-paced working environment Kitchen stocked with snacks & drinks Our offices have creative, open workspaces with room to play, reflect, and relax Our team is extremely competitive, and we will challenge your best table tennis skills Show more Show less']"
